month,property_type,region,metric,basis,value,unit,source_report,revised
2025-06,detached,埼玉県,成約件数,yoy_pct,73.5,％,2025-06,False
2024-01,detached,埼玉県,成約価格,mom_pct,-4.6,％,2025-01,False
2024-02,detached,埼玉県,成約価格,mom_pct,-4.9,％,2025-02,False
2024-03,detached,埼玉県,成約価格,mom_pct,2.4,％,2025-03,False
2024-04,detached,埼玉県,成約価格,mom_pct,-7.3,％,2025-04,False
2024-05,detached,埼玉県,成約価格,mom_pct,10.2,％,2025-05,False
2024-06,detached,埼玉県,成約価格,mom_pct,-14.9,％,2025-06,False
2024-07,detached,埼玉県,成約価格,mom_pct,14.3,％,2025-06,False
2024-08,detached,埼玉県,成約価格,mom_pct,-6.3,％,2025-06,False
2024-09,detached,埼玉県,成約価格,mom_pct,4.0,％,2025-06,False
2024-10,detached,埼玉県,成約価格,mom_pct,-4.3,％,2025-06,False
2024-11,detached,埼玉県,成約価格,mom_pct,-2.9,％,2025-06,False
2024-12,detached,埼玉県,成約価格,mom_pct,5.4,％,2025-06,False
2025-01,detached,埼玉県,成約価格,mom_pct,0.04,％,2025-06,True
2025-02,detached,埼玉県,成約価格,mom_pct,-4.2,％,2025-06,False
2025-03,detached,埼玉県,成約価格,mom_pct,3.5,％,2025-06,False
2025-04,detached,埼玉県,成約価格,mom_pct,-6.7,％,2025-06,False
2025-05,detached,埼玉県,成約価格,mom_pct,11.0,％,2025-06,False
2025-06,detached,埼玉県,成約価格,mom_pct,-3.5,％,2025-06,False
2024-01,detached,埼玉県,成約価格,value,2711,万円,2025-01,False
2024-02,detached,埼玉県,成約価格,value,2578,万円,2025-02,False
2024-03,detached,埼玉県,成約価格,value,2639,万円,2025-03,False
2024-04,detached,埼玉県,成約価格,value,2446,万円,2025-04,False
2024-05,detached,埼玉県,成約価格,value,2694,万円,2025-05,False
2024-06,detached,埼玉県,成約価格,value,2292,万円,2025-06,False
2024-07,detached,埼玉県,成約価格,value,2621,万円,2025-06,False
2024-08,detached,埼玉県,成約価格,value,2454,万円,2025-06,False
2024-09,detached,埼玉県,成約価格,value,2553,万円,2025-06,False
2024-10,detached,埼玉県,成約価格,value,2444,万円,2025-06,False
2024-11,detached,埼玉県,成約価格,value,2374,万円,2025-06,False
2024-12,detached,埼玉県,成約価格,value,2502,万円,2025-06,False
2025-01,detached,埼玉県,成約価格,value,2503,万円,2025-06,False
2025-02,detached,埼玉県,成約価格,value,2399,万円,2025-06,False
2025-03,detached,埼玉県,成約価格,value,2483,万円,2025-06,False
2025-04,detached,埼玉県,成約価格,value,2315,万円,2025-06,False
2025-05,detached,埼玉県,成約価格,value,2569,万円,2025-06,False
2025-06,detached,埼玉県,成約価格,value,2480,万円,2025-06,False
2024-01,detached,埼玉県,成約価格,yoy_pct,5.2,％,2025-01,False
2024-02,detached,埼玉県,成約価格,yoy_pct,-3.5,％,2025-02,False
2024-03,detached,埼玉県,成約価格,yoy_pct,-1.7,％,2025-03,False
2024-04,detached,埼玉県,成約価格,yoy_pct,-2.6,％,2025-04,False
2024-05,detached,埼玉県,成約価格,yoy_pct,1.3,％,2025-05,False
2024-06,detached,埼玉県,成約価格,yoy_pct,-10.4,％,2025-06,False
2024-07,detached,埼玉県,成約価格,yoy_pct,-3.5,％,2025-06,False
2024-08,detached,埼玉県,成約価格,yoy_pct,-6.2,％,2025-06,False
2024-09,detached,埼玉県,成約価格,yoy_pct,1.2,％,2025-06,False
2024-10,detached,埼玉県,成約価格,yoy_pct,0.1,％,2025-06,False
2024-11,detached,埼玉県,成約価格,yoy_pct,-4.4,％,2025-06,False
2024-12,detached,埼玉県,成約価格,yoy_pct,-12.0,％,2025-06,False
2025-01,detached,埼玉県,成約価格,yoy_pct,-7.7,％,2025-06,False
2025-02,detached,埼玉県,成約価格,yoy_pct,-6.9,％,2025-06,False
2025-03,detached,埼玉県,成約価格,yoy_pct,-5.9,％,2025-06,False
2025-04,detached,埼玉県,成約価格,yoy_pct,-5.3,％,2025-06,False
2025-05,detached,埼玉県,成約価格,yoy_pct,-4.7,％,2025-06,False
2025-06,detached,埼玉県,成約価格,yoy_pct,8.2,％,2025-06,False
2025-04,detached,埼玉県,成約土地面積,value,151.41,㎡,2025-04,False
2025-05,detached,埼玉県,成約土地面積,value,145.66,㎡,2025-05,False
2025-06,detached,埼玉県,成約土地面積,value,144.68,㎡,2025-06,False
2025-04,detached,埼玉県,成約土地面積,yoy_pct,-8.2,％,2025-04,False
2025-05,detached,埼玉県,成約土地面積,yoy_pct,-1.8,％,2025-05,False
2025-06,detached,埼玉県,成約土地面積,yoy_pct,-9.6,％,2025-06,False
2025-04,detached,埼玉県,成約建物面積,value,101.05,㎡,2025-04,False
2025-05,detached,埼玉県,成約建物面積,value,103.12,㎡,2025-05,False
2025-06,detached,埼玉県,成約建物面積,value,102.87,㎡,2025-06,False
2025-04,detached,埼玉県,成約建物面積,yoy_pct,-1.4,％,2025-04,False
2025-05,detached,埼玉県,成約建物面積,yoy_pct,-1.0,％,2025-05,False
2025-06,detached,埼玉県,成約建物面積,yoy_pct,1.1,％,2025-06,False
2025-04,detached,埼玉県,成約築年数,value,25.33,年,2025-04,False
2025-05,detached,埼玉県,成約築年数,value,23.24,年,2025-05,False
2025-06,detached,埼玉県,成約築年数,value,23.13,年,2025-06,False
2024-01,detached,札幌市,成約件数,mom_pct,-31.1,％,2025-01,False
2024-02,detached,札幌市,成約件数,mom_pct,20.4,％,2025-02,False
2024-03,detached,札幌市,成約件数,mom_pct,-2.7,％,2025-03,False
2024-04,detached,札幌市,成約件数,mom_pct,0.9,％,2025-03,False
2024-05,detached,札幌市,成約件数,mom_pct,5.5,％,2025-03,False
2024-06,detached,札幌市,成約件数,mom_pct,28.4,％,2025-03,False
2024-07,detached,札幌市,成約件数,mom_pct,-9.4,％,2025-03,False
2024-08,detached,札幌市,成約件数,mom_pct,-5.2,％,2025-03,False
2024-09,detached,札幌市,成約件数,mom_pct,13.3,％,2025-03,False
2024-10,detached,札幌市,成約件数,mom_pct,-4.1,％,2025-03,False
2024-11,detached,札幌市,成約件数,mom_pct,-0.7,％,2025-03,False
2024-12,detached,札幌市,成約件数,mom_pct,-11.6,％,2025-03,False
2025-01,detached,札幌市,成約件数,mom_pct,-8.2,％,2025-03,False
2025-02,detached,札幌市,成約件数,mom_pct,11.6,％,2025-03,False
2025-03,detached,札幌市,成約件数,mom_pct,2.4,％,2025-03,False
2024-01,detached,札幌市,成約件数,value,93,件,2025-01,False
2024-02,detached,札幌市,成約件数,value,112,件,2025-02,False
2024-03,detached,札幌市,成約件数,value,109,件,2025-03,False
2024-04,detached,札幌市,成約件数,value,110,件,2025-04,False
2024-05,detached,札幌市,成約件数,value,116,件,2025-05,False
2024-06,detached,札幌市,成約件数,value,149,件,2025-06,False
2024-07,detached,札幌市,成約件数,value,135,件,2025-06,False
2024-08,detached,札幌市,成約件数,value,128,件,2025-06,False
2024-09,detached,札幌市,成約件数,value,145,件,2025-06,False
2024-10,detached,札幌市,成約件数,value,139,件,2025-06,False
2024-11,detached,札幌市,成約件数,value,138,件,2025-06,False
2024-12,detached,札幌市,成約件数,value,122,件,2025-06,False
2025-01,detached,札幌市,成約件数,value,112,件,2025-06,False
2025-02,detached,札幌市,成約件数,value,125,件,2025-06,False
2025-03,detached,札幌市,成約件数,value,128,件,2025-06,False
2025-04,detached,札幌市,成約件数,value,119,件,2025-06,False
2025-05,detached,札幌市,成約件数,value,141,件,2025-06,False
2025-06,detached,札幌市,成約件数,value,149,件,2025-06,False
2024-01,detached,札幌市,成約件数,yoy_pct,38.8,％,2025-01,False
2024-02,detached,札幌市,成約件数,yoy_pct,33.3,％,2025-02,False
2024-03,detached,札幌市,成約件数,yoy_pct,17.2,％,2025-03,False
2024-04,detached,札幌市,成約件数,yoy_pct,8.9,％,2025-04,False
2024-05,detached,札幌市,成約件数,yoy_pct,10.5,％,2025-05,False
2024-06,detached,札幌市,成約件数,yoy_pct,28.4,％,2025-06,False
2024-07,detached,札幌市,成約件数,yoy_pct,8.0,％,2025-06,False
2024-08,detached,札幌市,成約件数,yoy_pct,58.0,％,2025-06,False
2024-09,detached,札幌市,成約件数,yoy_pct,5.8,％,2025-06,False
2024-10,detached,札幌市,成約件数,yoy_pct,3.0,％,2025-06,False
2024-11,detached,札幌市,成約件数,yoy_pct,9.5,％,2025-06,False
2024-12,detached,札幌市,成約件数,yoy_pct,-9.6,％,2025-06,False
2025-01,detached,札幌市,成約件数,yoy_pct,20.4,％,2025-06,False
2025-02,detached,札幌市,成約件数,yoy_pct,11.6,％,2025-06,False
2025-03,detached,札幌市,成約件数,yoy_pct,17.4,％,2025-06,False
2025-04,detached,札幌市,成約件数,yoy_pct,8.2,％,2025-06,False
2025-05,detached,札幌市,成約件数,yoy_pct,21.6,％,2025-06,False
2025-06,detached,札幌市,成約件数,yoy_pct,0.0,％,2025-06,False
2024-01,detached,札幌市,成約価格,mom_pct,2.2,％,2025-01,False
2024-02,detached,札幌市,成約価格,mom_pct,-8.8,％,2025-02,False
2024-03,detached,札幌市,成約価格,mom_pct,3.9,％,2025-03,False
2024-04,detached,札幌市,成約価格,mom_pct,-7.8,％,2025-04,False
2024-05,detached,札幌市,成約価格,mom_pct,16.6,％,2025-05,False
2024-06,detached,札幌市,成約価格,mom_pct,-8.7,％,2025-06,False
2024-07,detached,札幌市,成約価格,mom_pct,0.4,％,2025-06,False
2024-08,detached,札幌市,成約価格,mom_pct,-5.4,％,2025-06,False
2024-09,detached,札幌市,成約価格,mom_pct,-3.0,％,2025-06,False
2024-10,detached,札幌市,成約価格,mom_pct,1.0,％,2025-06,False
2024-11,detached,札幌市,成約価格,mom_pct,10.2,％,2025-06,False
2024-12,detached,札幌市,成約価格,mom_pct,-5.9,％,2025-06,False
2025-01,detached,札幌市,成約価格,mom_pct,-1.5,％,2025-06,False
2025-02,detached,札幌市,成約価格,mom_pct,5.9,％,2025-06,False
2025-03,detached,札幌市,成約価格,mom_pct,0.2,％,2025-06,False
2025-04,detached,札幌市,成約価格,mom_pct,-1.8,％,2025-06,False
2025-05,detached,札幌市,成約価格,mom_pct,7.7,％,2025-06,False
2025-06,detached,札幌市,成約価格,mom_pct,-10.4,％,2025-06,False
2024-01,detached,札幌市,成約価格,value,2677,万円,2025-01,False
2024-02,detached,札幌市,成約価格,value,2440,万円,2025-02,False
2024-03,detached,札幌市,成約価格,value,2536,万円,2025-03,False
2024-04,detached,札幌市,成約価格,value,2338,万円,2025-04,False
2024-05,detached,札幌市,成約価格,value,2727,万円,2025-05,False
2024-06,detached,札幌市,成約価格,value,2490.0,万円,2025-06,False
2024-07,detached,札幌市,成約価格,value,2500.0,万円,2025-06,False
2024-08,detached,札幌市,成約価格,value,2366.0,万円,2025-06,False
2024-09,detached,札幌市,成約価格,value,2296.0,万円,2025-06,False
2024-10,detached,札幌市,成約価格,value,2319.0,万円,2025-06,False
2024-11,detached,札幌市,成約価格,value,2556.0,万円,2025-06,False
2024-12,detached,札幌市,成約価格,value,2405.0,万円,2025-06,False
2025-01,detached,札幌市,成約価格,value,2369.0,万円,2025-06,False
2025-02,detached,札幌市,成約価格,value,2508.0,万円,2025-06,False
2025-03,detached,札幌市,成約価格,value,2514.0,万円,2025-06,False
2025-04,detached,札幌市,成約価格,value,2469.0,万円,2025-06,False
2025-05,detached,札幌市,成約価格,value,2659.0,万円,2025-06,False
2025-06,detached,札幌市,成約価格,value,2382.0,万円,2025-06,False
2024-01,detached,札幌市,成約価格,yoy_pct,3.7,％,2025-01,False
2024-02,detached,札幌市,成約価格,yoy_pct,-15.5,％,2025-02,False
2024-03,detached,札幌市,成約価格,yoy_pct,-1.3,％,2025-03,False
2024-04,detached,札幌市,成約価格,yoy_pct,-15.3,％,2025-04,False
2024-05,detached,札幌市,成約価格,yoy_pct,-5.8,％,2025-05,False
2024-06,detached,札幌市,成約価格,yoy_pct,-6.3,％,2025-06,False
2024-07,detached,札幌市,成約価格,yoy_pct,9.8,％,2025-06,False
2024-08,detached,札幌市,成約価格,yoy_pct,-15.4,％,2025-06,False
2024-09,detached,札幌市,成約価格,yoy_pct,-12.7,％,2025-06,False
2024-10,detached,札幌市,成約価格,yoy_pct,-15.4,％,2025-06,False
2024-11,detached,札幌市,成約価格,yoy_pct,7.3,％,2025-06,False
2024-12,detached,札幌市,成約価格,yoy_pct,-8.1,％,2025-06,False
2025-01,detached,札幌市,成約価格,yoy_pct,-11.5,％,2025-06,False
2025-02,detached,札幌市,成約価格,yoy_pct,2.8,％,2025-06,False
2025-03,detached,札幌市,成約価格,yoy_pct,-0.9,％,2025-06,False
2025-04,detached,札幌市,成約価格,yoy_pct,5.6,％,2025-06,False
2025-05,detached,札幌市,成約価格,yoy_pct,-2.5,％,2025-06,False
2025-06,detached,札幌市,成約価格,yoy_pct,-4.3,％,2025-06,False
2024-04,detached,札幌市,成約土地面積,mom_pct,-10.3,％,2025-04,False
2024-05,detached,札幌市,成約土地面積,mom_pct,6.8,％,2025-05,False
2024-06,detached,札幌市,成約土地面積,mom_pct,-0.2,％,2025-06,False
2024-07,detached,札幌市,成約土地面積,mom_pct,3.0,％,2025-06,False
2024-08,detached,札幌市,成約土地面積,mom_pct,-8.0,％,2025-06,False
2024-09,detached,札幌市,成約土地面積,mom_pct,6.7,％,2025-06,False
2024-10,detached,札幌市,成約土地面積,mom_pct,-1.6,％,2025-06,False
2024-11,detached,札幌市,成約土地面積,mom_pct,6.4,％,2025-06,False
2024-12,detached,札幌市,成約土地面積,mom_pct,-5.5,％,2025-06,False
2025-01,detached,札幌市,成約土地面積,mom_pct,-2.3,％,2025-06,False
2025-02,detached,札幌市,成約土地面積,mom_pct,1.0,％,2025-06,False
2025-03,detached,札幌市,成約土地面積,mom_pct,0.7,％,2025-06,False
2025-04,detached,札幌市,成約土地面積,mom_pct,-1.3,％,2025-06,False
2025-05,detached,札幌市,成約土地面積,mom_pct,6.1,％,2025-06,False
2025-06,detached,札幌市,成約土地面積,mom_pct,-4.5,％,2025-06,False
2024-04,detached,札幌市,成約土地面積,value,194.64,㎡,2025-04,False
2024-05,detached,札幌市,成約土地面積,value,207.86,㎡,2025-05,False
2024-06,detached,札幌市,成約土地面積,value,207.39,㎡,2025-06,False
2024-07,detached,札幌市,成約土地面積,value,213.65,㎡,2025-06,False
2024-08,detached,札幌市,成約土地面積,value,196.58,㎡,2025-06,False
2024-09,detached,札幌市,成約土地面積,value,209.74,㎡,2025-06,False
2024-10,detached,札幌市,成約土地面積,value,206.31,㎡,2025-06,False
2024-11,detached,札幌市,成約土地面積,value,219.43,㎡,2025-06,False
2024-12,detached,札幌市,成約土地面積,value,207.4,㎡,2025-06,False
2025-01,detached,札幌市,成約土地面積,value,202.59,㎡,2025-06,False
2025-02,detached,札幌市,成約土地面積,value,204.61,㎡,2025-06,False
2025-03,detached,札幌市,成約土地面積,value,206.02,㎡,2025-06,False
2025-04,detached,札幌市,成約土地面積,value,203.27,㎡,2025-06,False
2025-05,detached,札幌市,成約土地面積,value,215.62,㎡,2025-06,False
2025-06,detached,札幌市,成約土地面積,value,205.94,㎡,2025-06,False
2024-04,detached,札幌市,成約土地面積,yoy_pct,-13.4,％,2025-04,False
2024-05,detached,札幌市,成約土地面積,yoy_pct,2.5,％,2025-05,False
2024-06,detached,札幌市,成約土地面積,yoy_pct,-9.7,％,2025-06,False
2024-07,detached,札幌市,成約土地面積,yoy_pct,-2.2,％,2025-06,False
2024-08,detached,札幌市,成約土地面積,yoy_pct,-6.2,％,2025-06,False
2024-09,detached,札幌市,成約土地面積,yoy_pct,4.0,％,2025-06,False
2024-10,detached,札幌市,成約土地面積,yoy_pct,-0.7,％,2025-06,False
2024-11,detached,札幌市,成約土地面積,yoy_pct,5.1,％,2025-06,False
2024-12,detached,札幌市,成約土地面積,yoy_pct,-9.6,％,2025-06,False
2025-01,detached,札幌市,成約土地面積,yoy_pct,-0.9,％,2025-06,False
2025-02,detached,札幌市,成約土地面積,yoy_pct,3.9,％,2025-06,False
2025-03,detached,札幌市,成約土地面積,yoy_pct,-5.0,％,2025-06,False
2025-04,detached,札幌市,成約土地面積,yoy_pct,4.4,％,2025-06,False
2025-05,detached,札幌市,成約土地面積,yoy_pct,3.7,％,2025-06,False
2025-06,detached,札幌市,成約土地面積,yoy_pct,-0.7,％,2025-06,False
2024-04,detached,札幌市,成約建物面積,mom_pct,-6.2,％,2025-04,False
2024-05,detached,札幌市,成約建物面積,mom_pct,11.5,％,2025-05,False
2024-06,detached,札幌市,成約建物面積,mom_pct,-3.4,％,2025-06,False
2024-07,detached,札幌市,成約建物面積,mom_pct,4.6,％,2025-06,False
2024-08,detached,札幌市,成約建物面積,mom_pct,-4.2,％,2025-06,False
2024-09,detached,札幌市,成約建物面積,mom_pct,-0.2,％,2025-06,False
2024-10,detached,札幌市,成約建物面積,mom_pct,-8.1,％,2025-06,False
2024-11,detached,札幌市,成約建物面積,mom_pct,7.2,％,2025-06,False
2024-12,detached,札幌市,成約建物面積,mom_pct,7.3,％,2025-06,False
2025-01,detached,札幌市,成約建物面積,mom_pct,-4.1,％,2025-06,False
2025-02,detached,札幌市,成約建物面積,mom_pct,-1.0,％,2025-06,False
2025-03,detached,札幌市,成約建物面積,mom_pct,-1.2,％,2025-06,False
